ID,Name,Type 1,Type 2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Ability 1,Ability 2,NoGender,EggGroup1,EggGroup2,IsMega,FightsWon,TotalFights,WinPercentage 
667,Elgyem,Psychic,Psychic,Analytic,5,55.0,55.0,55.0,85.0,55.0,30.0,335.0,9.0,0.5,0.5,Cerebral Pokémon,255,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Telepathy,Synchronize,0,Human-Like,No Eggs Discovered,0,21,159,0.132075
668,Beheeyem,Psychic,Psychic,Analytic,5,75.0,75.0,75.0,125.0,95.0,40.0,485.0,34.5,1.0,0.5,Cerebral Pokémon,90,20,Medium Fast,70,0,0,0,2,2,Elgyem,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Telepathy,Synchronize,0,Human-Like,No Eggs Discovered,0,21,134,0.156716
669,Litwick,Ghost,Fire,Infiltrator,5,50.0,30.0,55.0,65.0,55.0,20.0,275.0,3.1,0.3,0.5,Candle Pokémon,190,20,Medium Slow,70,0,0,0,1,3,No Preevolution,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,Flash Fire,Flame Body,0,Amorphous,No Eggs Discovered,0,16,117,0.136752
670,Lampent,Ghost,Fire,Infiltrator,5,60.0,40.0,60.0,95.0,60.0,55.0,370.0,13.0,0.6,0.5,Lamp Pokémon,90,20,Medium Slow,70,0,0,0,2,3,Litwick,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,Flash Fire,Flame Body,0,Amorphous,No Eggs Discovered,0,57,135,0.422222
671,Chandelure,Ghost,Fire,Infiltrator,5,60.0,55.0,90.0,145.0,90.0,80.0,520.0,34.3,1.0,0.5,Luring Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Lampent,0.0,0.0,1.0,0.5,2.0,2.0,0.25,2.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,Flash Fire,Flame Body,0,Amorphous,No Eggs Discovered,0,68,112,0.607143
672,Axew,Dragon,Dragon,Unnerve,5,46.0,87.0,60.0,30.0,40.0,57.0,320.0,18.0,0.6,0.5,Tusk Pokémon,75,40,Slow,35,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,Rivalry,Mold Breaker,0,Monster,Dragon,0,51,135,0.377778
673,Fraxure,Dragon,Dragon,Unnerve,5,66.0,117.0,70.0,40.0,50.0,67.0,410.0,36.0,1.0,0.5,Axe Jaw Pokémon,60,40,Slow,35,0,0,0,2,3,Axew,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,Rivalry,Mold Breaker,0,Monster,Dragon,0,59,129,0.457364
674,Haxorus,Dragon,Dragon,Unnerve,5,76.0,147.0,90.0,60.0,70.0,97.0,540.0,105.5,1.8,0.5,Axe Jaw Pokémon,45,40,Slow,35,0,0,0,3,3,Fraxure,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,Rivalry,Mold Breaker,0,Monster,Dragon,0,105,127,0.826772
675,Cubchoo,Ice,Ice,Rattled,5,55.0,70.0,40.0,60.0,40.0,40.0,305.0,8.5,0.5,0.5,Chill Pokémon,120,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Snow Cloak,Slush Rush,0,Field,No Eggs Discovered,0,31,115,0.269565
676,Beartic,Ice,Ice,Swift Swim,5,95.0,130.0,80.0,70.0,80.0,50.0,505.0,260.0,2.6,0.5,Freezing Pokémon,60,20,Medium Fast,70,0,0,0,2,2,Cubchoo,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Snow Cloak,Slush Rush,0,Field,No Eggs Discovered,0,48,129,0.372093
677,Cryogonal,Ice,Ice,None,5,80.0,50.0,50.0,95.0,135.0,105.0,515.0,148.0,1.1,0.5,Crystallizing Pokémon,25,25,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Levitate,None,1,Mineral,No Eggs Discovered,0,119,148,0.804054
678,Shelmet,Bug,Bug,Overcoat,5,50.0,40.0,85.0,40.0,65.0,25.0,305.0,7.7,0.4,0.5,Snail Pokémon,200,15,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Hydration,Shell Armor,0,Bug,No Eggs Discovered,0,11,124,0.08871
679,Accelgor,Bug,Bug,Unburden,5,80.0,70.0,40.0,100.0,60.0,145.0,495.0,25.3,0.8,0.5,Shell Out Pokémon,75,15,Medium Fast,70,0,0,0,2,2,Shelmet,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Hydration,Sticky Hold,0,Bug,No Eggs Discovered,0,118,128,0.921875
680,Stunfisk,Ground,Electric,Sand Veil,5,109.0,66.0,84.0,81.0,99.0,32.0,471.0,11.0,0.7,0.5,Trap Pokémon,75,20,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,Static,Limber,0,Water 1,Amorphous,0,29,144,0.201389
681,Mienfoo,Fighting,Fighting,Reckless,5,45.0,85.0,50.0,55.0,50.0,65.0,350.0,20.0,0.9,0.5,Martial Arts Pokémon,180,25,Medium Slow,70,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Inner Focus,Regenerator,0,Field,Human-Like,0,66,130,0.507692
682,Mienshao,Fighting,Fighting,Reckless,5,65.0,125.0,60.0,95.0,60.0,105.0,510.0,35.5,1.4,0.5,Martial Arts Pokémon,45,25,Medium Slow,70,0,0,0,2,2,Mienfoo,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Inner Focus,Regenerator,0,Field,Human-Like,0,121,131,0.923664
683,Druddigon,Dragon,Dragon,Mold Breaker,5,77.0,120.0,90.0,60.0,90.0,48.0,485.0,139.0,1.6,0.5,Cave Pokémon,45,30,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,Rough Skin,Sheer Force,0,Dragon,Monster,0,39,140,0.278571
684,Golett,Ground,Ghost,No Guard,5,59.0,74.0,50.0,35.0,50.0,35.0,303.0,92.0,1.0,0.5,Automaton Pokémon,190,25,Medium Fast,70,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,Iron Fist,Klutz,1,Mineral,No Eggs Discovered,0,40,128,0.3125
685,Golurk,Ground,Ghost,No Guard,5,89.0,124.0,80.0,55.0,80.0,55.0,483.0,330.0,2.8,0.5,Automaton Pokémon,90,25,Medium Fast,70,0,0,0,2,2,Golett,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,Iron Fist,Klutz,1,Mineral,No Eggs Discovered,0,72,126,0.571429
686,Pawniard,Dark,Steel,Pressure,5,45.0,85.0,70.0,40.0,40.0,60.0,340.0,10.2,0.5,0.5,Sharp Blade Pokémon,120,20,Medium Fast,35,0,0,0,1,3,No Preevolution,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.5,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,Defiant,Inner Focus,0,Human-Like,No Eggs Discovered,0,57,109,0.522936
687,Bisharp,Dark,Steel,Pressure,5,65.0,125.0,100.0,60.0,70.0,70.0,490.0,70.0,1.6,0.5,Sword Blade Pokémon,45,20,Medium Fast,35,0,0,0,2,3,Pawniard,0.5,4.0,0.5,0.0,2.0,0.5,1.0,0.5,0.5,2.0,1.0,0.5,1.0,0.0,0.5,0.5,0.5,1.0,Defiant,Inner Focus,0,Human-Like,No Eggs Discovered,0,86,141,0.609929
688,Bouffalant,Normal,Normal,Soundproof,5,95.0,110.0,95.0,40.0,95.0,55.0,490.0,94.6,1.6,0.5,Bash Buffalo Pokémon,45,20,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Reckless,Sap Sipper,0,Field,No Eggs Discovered,0,48,119,0.403361
689,Rufflet,Normal,Flying,Hustle,5,70.0,83.0,50.0,37.0,50.0,60.0,350.0,10.5,0.5,1.0,Eaglet Pokémon,190,20,Slow,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Keen Eye,Sheer Force,0,Flying,No Eggs Discovered,0,41,122,0.336066
690,Braviary,Normal,Flying,Defiant,5,100.0,123.0,75.0,57.0,75.0,80.0,510.0,41.0,1.5,1.0,Valiant Pokémon,60,20,Slow,70,0,0,0,2,2,Rufflet,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Keen Eye,Sheer Force,0,Flying,No Eggs Discovered,0,108,156,0.692308
691,Vullaby,Dark,Flying,Weak Armor,5,70.0,55.0,75.0,45.0,65.0,60.0,370.0,9.0,0.5,0.0,Diapered Pokémon,190,20,Slow,35,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0,Big Pecks,Overcoat,0,Flying,No Eggs Discovered,0,56,122,0.459016
692,Mandibuzz,Dark,Flying,Weak Armor,5,110.0,65.0,105.0,55.0,95.0,80.0,510.0,39.5,1.2,0.0,Bone Vulture Pokémon,60,20,Slow,35,0,0,0,2,2,Vullaby,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0,Big Pecks,Overcoat,0,Flying,No Eggs Discovered,0,92,147,0.62585
693,Heatmor,Fire,Fire,White Smoke,5,85.0,97.0,66.0,105.0,66.0,65.0,484.0,58.0,1.4,0.5,Anteater Pokémon,90,20,Medium Fast,70,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Gluttony,Flash Fire,0,Field,No Eggs Discovered,0,57,121,0.471074
694,Durant,Bug,Steel,Truant,5,58.0,109.0,112.0,48.0,48.0,109.0,484.0,33.0,0.3,0.5,Iron Ant Pokémon,90,20,Medium Fast,70,0,0,0,1,1,No Preevolution,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,Swarm,Hustle,0,Bug,No Eggs Discovered,0,118,134,0.880597
695,Deino,Dark,Dragon,None,5,52.0,65.0,50.0,45.0,50.0,38.0,300.0,17.3,0.8,0.5,Irate Pokémon,45,40,Slow,35,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5,4.0,Hustle,None,0,Dragon,No Eggs Discovered,0,34,124,0.274194
696,Zweilous,Dark,Dragon,None,5,72.0,85.0,70.0,65.0,70.0,58.0,420.0,50.0,1.4,0.5,Hostile Pokémon,45,40,Slow,35,0,0,0,2,3,Deino,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5,4.0,Hustle,None,0,Dragon,No Eggs Discovered,0,57,138,0.413043
697,Hydreigon,Dark,Dragon,None,5,92.0,105.0,90.0,125.0,90.0,98.0,600.0,160.0,1.8,0.5,Brutal Pokémon,45,40,Slow,35,0,0,0,3,3,Zweilous,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5,4.0,Levitate,None,0,Dragon,No Eggs Discovered,0,106,129,0.821705
698,Larvesta,Bug,Fire,Swarm,5,55.0,85.0,55.0,50.0,55.0,60.0,360.0,28.8,1.1,0.5,Torch Pokémon,45,40,Slow,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,2.0,0.25,1.0,1.0,0.5,1.0,1.0,0.5,Flame Body,None,0,Bug,No Eggs Discovered,0,58,137,0.423358
699,Volcarona,Bug,Fire,Swarm,5,85.0,60.0,65.0,135.0,105.0,100.0,550.0,46.0,1.6,0.5,Sun Pokémon,15,40,Slow,70,0,0,0,2,2,Larvesta,1.0,0.5,2.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,2.0,0.25,1.0,1.0,0.5,1.0,1.0,0.5,Flame Body,None,0,Bug,No Eggs Discovered,0,103,137,0.751825
700,Cobalion,Steel,Fighting,None,5,91.0,90.0,129.0,90.0,72.0,108.0,580.0,250.0,2.1,0.5,Iron Will Pokémon,3,80,Slow,35,1,0,0,1,1,No Preevolution,0.5,2.0,1.0,0.0,2.0,0.25,0.25,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,Justified,None,1,No Eggs Discovered,No Eggs Discovered,0,117,128,0.914062
701,Terrakion,Rock,Fighting,None,5,91.0,129.0,90.0,72.0,90.0,108.0,580.0,260.0,1.9,0.5,Cavern Pokémon,3,80,Slow,35,1,0,0,1,1,No Preevolution,0.5,2.0,1.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,0.5,2.0,Justified,None,1,No Eggs Discovered,No Eggs Discovered,0,105,123,0.853659
702,Virizion,Grass,Fighting,None,5,91.0,90.0,72.0,90.0,129.0,108.0,580.0,200.0,2.0,0.5,Grassland Pokémon,3,80,Slow,35,1,0,0,1,1,No Preevolution,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0,Justified,None,1,No Eggs Discovered,No Eggs Discovered,0,112,125,0.896
703,Tornadus Incarnate Forme,Flying,Flying,Defiant,5,79.0,115.0,70.0,125.0,80.0,111.0,580.0,63.0,1.5,1.0,Cyclone Pokémon,3,120,Slow,90,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Prankster,None,0,No Eggs Discovered,No Eggs Discovered,0,94,111,0.846847
704,Tornadus Therian Forme,Flying,Flying,None,5,79.0,100.0,80.0,110.0,90.0,121.0,580.0,63.0,1.5,1.0,Cyclone Pokémon,3,120,Slow,90,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Regenerator,None,0,No Eggs Discovered,No Eggs Discovered,0,121,125,0.968
705,Thundurus Incarnate Forme,Electric,Flying,Defiant,5,79.0,115.0,70.0,125.0,80.0,111.0,580.0,61.0,1.5,1.0,Bolt Strike Pokémon,3,120,Slow,90,1,0,0,1,1,No Preevolution,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,Prankster,None,0,No Eggs Discovered,No Eggs Discovered,0,108,125,0.864
706,Thundurus Therian Forme,Electric,Flying,None,5,79.0,105.0,70.0,145.0,80.0,101.0,580.0,61.0,1.5,1.0,Bolt Strike Pokémon,3,120,Slow,90,1,0,0,1,1,No Preevolution,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,Volt Absorb,None,0,No Eggs Discovered,No Eggs Discovered,0,99,115,0.86087
707,Reshiram,Dragon,Fire,None,5,100.0,120.0,100.0,150.0,120.0,90.0,680.0,330.0,3.2,0.5,Vast White Pokémon,3,120,Slow,0,1,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.25,1.0,0.25,0.5,1.0,1.0,2.0,1.0,1.0,Turboblaze,None,1,No Eggs Discovered,No Eggs Discovered,0,91,125,0.728
708,Zekrom,Dragon,Electric,None,5,100.0,150.0,120.0,120.0,100.0,90.0,680.0,345.0,2.9,0.5,Deep Black Pokémon,3,120,Slow,0,1,0,0,1,1,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,1.0,2.0,2.0,1.0,2.0,Teravolt,None,1,No Eggs Discovered,No Eggs Discovered,0,100,154,0.649351
709,Landorus Incarnate Forme,Ground,Flying,Sheer Force,5,89.0,125.0,90.0,115.0,80.0,101.0,600.0,68.0,1.5,1.0,Abundance Pokémon,3,120,Slow,90,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,Sand Force,None,0,No Eggs Discovered,No Eggs Discovered,0,89,102,0.872549
710,Landorus Therian Forme,Ground,Flying,None,5,89.0,145.0,90.0,105.0,80.0,91.0,600.0,68.0,1.5,1.0,Abundance Pokémon,3,120,Slow,90,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,Intimidate,None,0,No Eggs Discovered,No Eggs Discovered,0,112,131,0.854962
711,Kyurem,Dragon,Ice,None,5,125.0,130.0,90.0,130.0,90.0,95.0,660.0,325.0,3.0,0.5,Boundary Pokémon,3,120,Slow,0,1,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,2.0,1.0,2.0,Pressure,None,1,No Eggs Discovered,No Eggs Discovered,0,99,128,0.773438
712,Kyurem Black Kyurem,Dragon,Ice,None,5,125.0,170.0,100.0,120.0,90.0,95.0,700.0,325.0,3.0,0.5,Boundary Pokémon,3,120,Slow,0,1,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,2.0,1.0,2.0,Teravolt,None,1,No Eggs Discovered,No Eggs Discovered,0,77,100,0.77
713,Kyurem White Kyurem,Dragon,Ice,None,5,125.0,120.0,90.0,170.0,100.0,95.0,700.0,325.0,3.0,0.5,Boundary Pokémon,3,120,Slow,0,1,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,2.0,1.0,2.0,Turboblaze,None,1,No Eggs Discovered,No Eggs Discovered,0,100,128,0.78125
714,Keldeo Ordinary Forme,Water,Fighting,None,5,91.0,72.0,90.0,129.0,90.0,108.0,580.0,48.5,1.4,0.5,Colt Pokémon,3,80,Slow,35,0,1,0,1,1,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5,2.0,Justified,None,1,No Eggs Discovered,No Eggs Discovered,0,100,116,0.862069
715,Keldeo Resolute Forme,Water,Fighting,None,5,91.0,72.0,90.0,129.0,90.0,108.0,580.0,48.5,1.4,0.5,Colt Pokémon,3,80,Slow,35,0,1,0,1,1,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,1.0,0.5,2.0,Justified,None,1,No Eggs Discovered,No Eggs Discovered,0,108,121,0.892562
716,Meloetta Aria Forme,Normal,Psychic,None,5,100.0,77.0,77.0,128.0,128.0,90.0,600.0,6.5,0.6,0.5,Melody Pokémon,3,120,Slow,100,0,1,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Serene Grace,None,1,No Eggs Discovered,No Eggs Discovered,0,98,142,0.690141
717,Meloetta Pirouette Forme,Normal,Fighting,None,5,100.0,128.0,90.0,77.0,77.0,128.0,600.0,6.5,0.6,0.5,Melody Pokémon,3,120,Slow,100,0,1,0,1,1,No Preevolution,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Serene Grace,None,1,No Eggs Discovered,No Eggs Discovered,0,118,123,0.95935
718,Genesect,Bug,Steel,None,5,71.0,120.0,95.0,120.0,95.0,99.0,600.0,82.5,1.5,0.5,Paleozoic Pokémon,3,120,Slow,0,0,1,0,1,1,No Preevolution,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,Download,None,1,No Eggs Discovered,No Eggs Discovered,0,105,128,0.820312
719,Chespin,Grass,Grass,Bulletproof,6,56.0,61.0,65.0,48.0,45.0,38.0,313.0,9.0,0.4,0.875,Spiny Nut Pokémon,45,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Overgrow,None,0,Field,No Eggs Discovered,0,26,148,0.175676
720,Quilladin,Grass,Grass,Bulletproof,6,61.0,78.0,95.0,56.0,58.0,57.0,405.0,29.0,0.7,0.875,Spiny Armor Pokémon,45,20,Medium Slow,70,0,0,0,2,3,Chespin,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Overgrow,None,0,Field,No Eggs Discovered,0,48,119,0.403361
721,Chesnaught,Grass,Fighting,Bulletproof,6,88.0,107.0,122.0,74.0,75.0,64.0,530.0,90.0,1.6,0.875,Spiny Armor Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Quilladin,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0,Overgrow,None,0,Field,No Eggs Discovered,0,57,124,0.459677
722,Fennekin,Fire,Fire,Magician,6,40.0,45.0,40.0,62.0,60.0,60.0,307.0,9.4,0.4,0.875,Fox Pokémon,45,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Blaze,None,0,Field,No Eggs Discovered,0,41,121,0.338843
723,Braixen,Fire,Fire,Magician,6,59.0,59.0,58.0,90.0,70.0,73.0,409.0,14.5,1.0,0.875,Fox Pokémon,45,20,Medium Slow,70,0,0,0,2,3,Fennekin,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Blaze,None,0,Field,No Eggs Discovered,0,67,115,0.582609
724,Delphox,Fire,Psychic,Magician,6,75.0,69.0,72.0,114.0,100.0,104.0,534.0,39.0,1.5,0.875,Fox Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Braixen,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,2.0,0.5,1.0,0.5,0.5,1.0,2.0,0.5,Blaze,None,0,Field,No Eggs Discovered,0,104,126,0.825397
725,Froakie,Water,Water,Protean,6,41.0,56.0,40.0,62.0,44.0,71.0,314.0,7.0,0.3,0.875,Bubble Frog Pokémon,45,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Torrent,None,0,Water 1,No Eggs Discovered,0,71,125,0.568
726,Frogadier,Water,Water,Protean,6,54.0,63.0,52.0,83.0,56.0,97.0,405.0,10.9,0.6,0.875,Bubble Frog Pokémon,45,20,Medium Slow,70,0,0,0,2,3,Froakie,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Torrent,None,0,Water 1,No Eggs Discovered,0,107,139,0.769784
727,Greninja,Water,Dark,Protean,6,72.0,95.0,67.0,103.0,71.0,122.0,530.0,40.0,1.5,0.875,Ninja Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Frogadier,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0,Torrent,None,0,Water 1,No Eggs Discovered,0,122,127,0.96063
728,Bunnelby,Normal,Normal,Huge Power,6,38.0,36.0,38.0,32.0,36.0,57.0,237.0,5.0,0.4,0.5,Digging Pokémon,255,15,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Pickup,Cheek Pouch,0,Field,No Eggs Discovered,0,44,113,0.389381
729,Diggersby,Normal,Ground,Huge Power,6,85.0,56.0,77.0,50.0,77.0,78.0,423.0,42.4,1.0,0.5,Digging Pokémon,127,15,Medium Fast,70,0,0,0,2,2,Bunnelby,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,Pickup,Cheek Pouch,0,Field,No Eggs Discovered,0,68,128,0.53125
730,Fletchling,Normal,Flying,Gale Wings,6,45.0,50.0,43.0,40.0,38.0,62.0,278.0,1.7,0.3,0.5,Tiny Robin Pokémon,255,15,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Big Pecks,None,0,Flying,No Eggs Discovered,0,55,136,0.404412
