"DexNumber","Name","Type","Abilities","HiddenAbility","Generation","Hp","Attack","Defense","SpecialAttack","SpecialDefense","Speed","TotalStats","Weight","Height","GenderProbM","Category","CatchRate","EggCycles","EggGroup","LevelingRate","BaseFriendship","IsLegendary","IsMythical","IsUltraBeast","HasMega","EvoStage","TotalEvoStages","PreevoName","DamageFromNormal","DamageFromFighting","DamageFromFlying","DamageFromPoison","DamageFromGround","DamageFromRock","DamageFromBug","DamageFromGhost","DamageFromSteel","DamageFromFire","DamageFromWater","DamageFromGrass","DamageFromElectric","DamageFromPsychic","DamageFromIce","DamageFromDragon","DamageFromDark","DamageFromFairy"
827,"Nickit","['Dark']","['Run Away', 'Unburden']","['Stakeout']","VIII",40,28,28,47,52,50,245,8.9,0.6,0.5,"Fox Pokémon","255","15",['Field'],"Fast
","50
",0,0,0,0,1,2,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
828,"Thievul","['Dark']","['Run Away', 'Unburden']","['Stakeout']","VIII",70,58,58,87,92,90,455,19.9,1.2,0.5,"Fox Pokémon","127","15",['Field'],"Fast
","50
",0,0,0,0,2,2,"Nickit",1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
829,"Gossifleur","['Grass']","['Cotton Down', 'Regenerator']","['Effect Spore']","VIII",40,40,60,40,60,10,250,2.2,0.4,0.5,"Flowering Pokémon","190","20",['Grass'],"Medium Fast
","50
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
830,"Eldegoss","['Grass']","['Cotton Down', 'Regenerator']","['Effect Spore']","VIII",60,50,90,80,120,60,460,2.5,0.5,0.5,"Cotton Bloom Pokémon","75","20",['Grass'],"Medium Fast
","50
",0,0,0,0,2,2,"Gossifleur",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
831,"Wooloo","['Normal']","['Fluffy', 'Run Away']","['Bulletproof']","VIII",42,40,55,40,45,48,270,6.0,0.6,0.5,"Sheep Pokémon","255","15",['Field'],"Medium Fast
","50
",0,0,0,0,1,2,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
832,"Dubwool","['Normal']","['Fluffy', 'Steadfast']","['Bulletproof']","VIII",72,80,100,60,90,88,490,43.0,1.3,0.5,"Sheep Pokémon","127","15",['Field'],"Medium Fast
","50
",0,0,0,0,2,2,"Wooloo",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
833,"Chewtle","['Water']","['Strong Jaw', 'Shell Armor']","['Swift Swim']","VIII",50,64,50,38,38,44,284,8.5,0.3,0.5,"Snapping Pokémon","255","20",['Monster' 'Water 1'],"Medium Fast
","50
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
834,"Drednaw","['Water', 'Rock']","['Strong Jaw', 'Shell Armor']","['Swift Swim']","VIII",90,115,90,48,68,74,485,115.5,1.0,0.5,"Bite Pokémon","75","20",['Monster' 'Water 1'],"Medium Fast
","50
",0,0,0,0,2,2,"Chewtle",0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
835,"Yamper","['Electric']","['Ball Fetch']","['Rattled']","VIII",59,45,50,40,50,26,270,13.5,0.3,0.5,"Puppy Pokémon","255","20",['Field'],"Fast
","50
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
836,"Boltund","['Electric']","['Strong Jaw']","['Competitive']","VIII",69,90,60,90,60,121,490,34.0,1.0,0.5,"Dog Pokémon","45","20",['Field'],"Fast
","50
",0,0,0,0,2,2,"Yamper",1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
837,"Rolycoly","['Rock']","['Steam Engine', 'Heatproof']","['Flash Fire']","VIII",30,40,50,40,50,30,240,12.0,0.3,0.5,"Coal Pokémon","255","15",['Mineral'],"Medium Slow
","50
",0,0,0,0,1,3,"No Preevolution",0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
838,"Carkol","['Rock', 'Fire']","['Steam Engine', 'Flame Body']","['Flash Fire']","VIII",80,60,90,60,70,50,410,78.0,1.1,0.5,"Coal Pokémon","120","15",['Mineral'],"Medium Slow
","50
",0,0,0,0,2,3,"Rolycoly",0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
839,"Coalossal","['Rock', 'Fire']","['Steam Engine', 'Flame Body']","['Flash Fire']","VIII",110,80,120,80,90,30,510,310.5,2.8,0.5,"Coal Pokémon","45","15",['Mineral'],"Medium Slow
","50
",0,0,0,0,3,3,"Carkol",0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
840,"Applin","['Grass', 'Dragon']","['Ripen', 'Gluttony']","['Bulletproof']","VIII",40,40,80,40,40,20,260,0.5,0.2,0.5,"Apple Core Pokémon","255","20",['Grass' 'Dragon'],"Erratic
","50
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,4.0,2.0,1.0,2.0
841,"Flapple","['Grass', 'Dragon']","['Ripen', 'Gluttony']","['Hustle']","VIII",70,110,80,95,60,70,485,1.0,0.3,0.5,"Apple Wing Pokémon","45","20",['Grass' 'Dragon'],"Erratic
","50
",0,0,0,0,2,2,"Applin",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,4.0,2.0,1.0,2.0
842,"Appletun","['Grass', 'Dragon']","['Ripen', 'Gluttony']","['Thick Fat']","VIII",110,85,80,100,80,30,485,13.0,0.4,0.5,"Apple Nectar Pokémon","45","20",['Grass' 'Dragon'],"Erratic
","50
",0,0,0,0,2,2,"Applin",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,4.0,2.0,1.0,2.0
843,"Silicobra","['Ground']","['Sand Spit', 'Shed Skin']","['Sand Veil']","VIII",52,57,75,35,50,46,315,7.6,2.2,0.5,"Sand Snake Pokémon","255","20",['Field' 'Dragon'],"Medium Fast
","50
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
844,"Sandaconda","['Ground']","['Sand Spit', 'Shed Skin']","['Sand Veil']","VIII",72,107,125,65,70,71,510,65.5,3.8,0.5,"Sand Snake Pokémon","120","20",['Field' 'Dragon'],"Medium Fast
","50
",0,0,0,0,2,2,"Silicobra",1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
845,"Cramorant","['Flying', 'Water']","['Gulp Missile']","[]","VIII",70,85,55,85,95,85,475,18.0,0.8,0.5,"Gulp Pokémon","45","20",['Water 1' 'Flying'],"Medium Fast
","50
",0,0,0,0,1,1,"No Preevolution",1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
845,"Cramorant Gulping Form","['Flying', 'Water']","['Gulp Missile']","[]","VIII",70,85,55,85,95,85,475,18.0,0.8,0.5,"Gulp Pokémon","45","20",['Water 1' 'Flying'],"Medium Fast
","50
",0,0,0,0,1,1,"No Preevolution",1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
845,"Cramorant Gorging Form","['Flying', 'Water']","['Gulp Missile']","[]","VIII",70,85,55,85,95,85,475,18.0,0.8,0.5,"Gulp Pokémon","45","20",['Water 1' 'Flying'],"Medium Fast
","50
",0,0,0,0,1,1,"No Preevolution",1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
846,"Arrokuda","['Water']","['Swift Swim']","['Propeller Tail']","VIII",41,63,40,40,30,66,280,1.0,0.5,0.5,"Rush Pokémon","255","20",['Water 2'],"Slow
","50
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
847,"Barraskewda","['Water']","['Swift Swim']","['Propeller Tail']","VIII",61,123,60,60,50,136,490,30.0,1.3,0.5,"Skewer Pokémon","60","20",['Water 2'],"Slow
","50
",0,0,0,0,2,2,"Arrokuda",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
848,"Toxel","['Electric', 'Poison']","['Rattled', 'Static']","['Klutz']","VIII",40,38,35,54,35,40,242,11.0,0.4,0.5,"Baby Pokémon","75","25","-","Medium Slow
","50
",0,0,0,0,1,2,"No Preevolution",1.0,0.5,0.5,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5
849,"Toxtricity Amped Form","['Electric', 'Poison']","['Punk Rock', 'Plus']","['Technician']","VIII",75,98,70,114,70,75,502,40.0,1.6,0.5,"Punk Pokémon","45","25",['Human-Like'],"Medium Slow
","50
",0,0,0,0,2,2,"Toxel",1.0,0.5,0.5,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5
849,"Toxtricity Low Key Form","['Electric', 'Poison']","['Punk Rock', 'Minus']","['Technician']","VIII",75,98,70,114,70,75,502,40.0,1.6,0.5,"Punk Pokémon","45","25",['Human-Like'],"Medium Slow
","50
",0,0,0,0,2,2,"Toxel",1.0,0.5,0.5,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5
850,"Sizzlipede","['Fire', 'Bug']","['Flash Fire', 'White Smoke']","['Flame Body']","VIII",50,65,45,50,50,45,305,1.0,0.7,0.5,"Radiator Pokémon","190","20",['Bug'],"Medium Fast
","50
",0,0,0,0,1,2,"No Preevolution",1.0,0.5,2.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,2.0,0.25,1.0,1.0,0.5,1.0,1.0,0.5
851,"Centiskorch","['Fire', 'Bug']","['Flash Fire', 'White Smoke']","['Flame Body']","VIII",100,115,65,90,90,65,525,120.0,3.0,0.5,"Radiator Pokémon","75","20",['Bug'],"Medium Fast
","50
",0,0,0,0,2,2,"Sizzlipede",1.0,0.5,2.0,1.0,1.0,4.0,0.5,1.0,0.5,1.0,2.0,0.25,1.0,1.0,0.5,1.0,1.0,0.5
852,"Clobbopus","['Fighting']","['Limber']","['Technician']","VIII",50,68,60,50,50,32,310,4.0,0.6,0.5,"Tantrum Pokémon","180","25",['Water 1' 'Human-Like'],"Medium Slow
","50
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
853,"Grapploct","['Fighting']","['Limber']","['Technician']","VIII",80,118,90,70,80,42,480,39.0,1.6,0.5,"Jujitsu Pokémon","45","25",['Water 1' 'Human-Like'],"Medium Slow
","50
",0,0,0,0,2,2,"Clobbopus",1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
854,"Sinistea","['Ghost']","['Weak Armor']","['Cursed Body']","VIII",40,45,45,74,54,50,308,0.2,0.1,"-","Black Tea Pokémon","120","20",['Mineral' 'Amorphous'],"Medium Fast
","50
",0,0,0,0,1,2,"No Preevolution",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
855,"Polteageist","['Ghost']","['Weak Armor']","['Cursed Body']","VIII",60,65,65,134,114,70,508,0.4,0.2,"-","Black Tea Pokémon","60","20",['Mineral' 'Amorphous'],"Medium Fast
","50
",0,0,0,0,2,2,"Sinistea",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
856,"Hatenna","['Psychic']","['Healer', 'Anticipation']","['Magic Bounce']","VIII",42,30,45,56,53,39,265,3.4,0.4,0.0,"Calm Pokémon","235","20",['Fairy'],"Slow
","50
",0,0,0,0,1,3,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
857,"Hattrem","['Psychic']","['Healer', 'Anticipation']","['Magic Bounce']","VIII",57,40,65,86,73,49,370,4.8,0.6,0.0,"Serene Pokémon","120","20",['Fairy'],"Slow
","50
",0,0,0,0,2,3,"Hatenna",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
858,"Hatterene","['Psychic', 'Fairy']","['Healer', 'Anticipation']","['Magic Bounce']","VIII",57,90,95,136,103,29,510,5.1,2.1,0.0,"Silent Pokémon","45","20",['Fairy'],"Slow
","50
",0,0,0,0,3,3,"Hattrem",1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
859,"Impidimp","['Dark', 'Fairy']","['Prankster', 'Frisk']","['Pickpocket']","VIII",45,45,30,55,40,50,265,5.5,0.4,1.0,"Wily Pokémon","255","20",['Fairy' 'Human-Like'],"Medium Fast
","50
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,2.0
860,"Morgrem","['Dark', 'Fairy']","['Prankster', 'Frisk']","['Pickpocket']","VIII",65,60,45,75,55,70,370,12.5,0.8,1.0,"Devious Pokémon","120","20",['Fairy' 'Human-Like'],"Medium Fast
","50
",0,0,0,0,2,3,"Impidimp",1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,2.0
861,"Grimmsnarl","['Dark', 'Fairy']","['Prankster', 'Frisk']","['Pickpocket']","VIII",95,120,65,95,75,60,510,61.0,1.5,1.0,"Bulk Up Pokémon","45","20",['Fairy' 'Human-Like'],"Medium Fast
","50
",0,0,0,0,3,3,"Morgrem",1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.25,2.0
862,"Obstagoon","['Dark', 'Normal']","['Reckless', 'Guts']","['Defiant']","VIII",93,90,101,60,81,95,520,46.0,1.6,0.5,"Blocking Pokémon","45","15",['Field'],"Medium Fast
","50
",0,0,0,0,3,3,"Galarian Linoone",1.0,4.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
863,"Perrserker","['Steel']","['Battle Armor', 'Tough Claws']","['Steely Spirit']","VIII",70,110,100,50,60,50,440,28.0,0.8,0.5,"Viking Pokémon","90","20",['Field'],"Medium Fast
","50
",0,0,0,0,2,2,"Galarian Meowth",0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
864,"Cursola","['Ghost']","['Weak Armor']","['Perish Body']","VIII",60,95,50,145,130,30,510,0.4,1.0,0.25,"Coral Pokémon","30","20",['Water 1' 'Water 3'],"Fast
","50
",0,0,0,0,2,2,"Galarian Corsola",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
865,"Sirfetch'd","['Fighting']","['Steadfast']","['Scrappy']","VIII",62,135,95,68,82,65,507,117.0,0.8,0.5,"Wild Duck Pokémon","45","20",['Flying' 'Field'],"Medium Fast
","50
",0,0,0,0,2,2,"Galarian Farfetch'd",1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
866,"Mr. Rime","['Ice', 'Psychic']","['Tangled Feet', 'Screen Cleaner']","['Ice Body']","VIII",80,85,75,110,100,70,520,58.2,1.5,0.5,"Comedian Pokémon","45","25",['Human-Like'],"Medium Fast
","50
",0,0,0,0,3,3,"Galarian Mr. Mime",1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0
867,"Runerigus","['Ground', 'Ghost']","['Wandering Spirit']","[]","VIII",58,95,145,50,105,30,483,66.6,1.6,0.5,"Grudge Pokémon","90","25",['Mineral' 'Amorphous'],"Medium Fast
","50
",0,0,0,0,2,2,"Galarian Yamask",0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0
868,"Milcery","['Fairy']","['Sweet Veil']","['Aroma Veil']","VIII",45,40,40,50,61,34,270,0.3,0.2,0.0,"Cream Pokémon","200","20",['Fairy' 'Amorphous'],"Medium Fast
","50
",0,0,0,0,1,2,"No Preevolution",1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
869,"Alcremie Vanilla Cream","['Fairy']","['Sweet Veil']","['Aroma Veil']","VIII",65,60,75,110,121,64,495,0.5,0.3,0.0,"Cream Pokémon","100","20",['Fairy' 'Amorphous'],"Medium Fast
","50
",0,0,0,0,2,2,"Milcery",1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
870,"Falinks","['Fighting']","['Battle Armor']","['Defiant']","VIII",65,100,100,70,60,75,470,62.0,3.0,"-","Formation Pokémon","45","25",['Fairy' 'Mineral'],"Medium Fast
","50
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
871,"Pincurchin","['Electric']","['Lightning Rod']","['Electric Surge']","VIII",48,101,95,91,85,15,435,1.0,0.3,0.5,"Sea Urchin Pokémon","75","20",['Water 1' 'Amorphous'],"Medium Fast
","50
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
872,"Snom","['Ice', 'Bug']","['Shield Dust']","['Ice Scales']","VIII",30,25,35,45,30,20,185,3.8,0.3,0.5,"Worm Pokémon","190","20",['Bug'],"Medium Fast
","50
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,2.0,4.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0
873,"Frosmoth","['Ice', 'Bug']","['Shield Dust']","['Ice Scales']","VIII",70,65,60,125,90,65,475,42.0,1.3,0.5,"Frost Moth Pokémon","75","20",['Bug'],"Medium Fast
","50
",0,0,0,0,2,2,"Snom",1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,2.0,4.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0
874,"Stonjourner","['Rock']","['Power Spot']","[]","VIII",100,125,135,20,20,70,470,520.0,2.5,0.5,"Big Rock Pokémon","60","25",['Mineral'],"Slow
","50
",0,0,0,0,1,1,"No Preevolution",0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
875,"Eiscue Ice Face","['Ice']","['Ice Face']","[]","VIII",75,80,110,65,90,50,470,89.0,1.4,0.5,"Penguin Pokémon","60","25",['Water 1' 'Field'],"Slow
","50
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
875,"Eiscue Noice Face","['Ice']","['Ice Face']","[]","VIII",75,80,70,65,50,130,470,89.0,1.4,0.5,"Penguin Pokémon","60","25",['Water 1' 'Field'],"Slow
","50
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
876,"Indeedee Male","['Psychic', 'Normal']","['Inner Focus', 'Synchronize']","['Psychic Surge']","VIII",70,55,65,95,105,85,475,28.0,0.9,0.5,"Emotion Pokémon","30","40",['Fairy'],"Fast
","140
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
876,"Indeedee Female","['Psychic', 'Normal']","['Own Tempo', 'Synchronize']","['Psychic Surge']","VIII",70,55,65,95,105,85,475,28.0,0.9,0.5,"Emotion Pokémon","30","40",['Fairy'],"Fast
","140
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
877,"Morpeko Full Belly Mode","['Electric', 'Dark']","['Hunger Switch']","[]","VIII",58,95,58,70,58,97,436,3.0,0.3,0.5,"Two-Sided Pokémon","180","10",['Field' 'Fairy'],"Medium Fast
","50
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,2.0
877,"Morpeko Hangry Mode","['Electric', 'Dark']","['Hunger Switch']","[]","VIII",58,95,58,70,58,97,436,3.0,0.3,0.5,"Two-Sided Pokémon","180","10",['Field' 'Fairy'],"Medium Fast
","50
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,2.0
878,"Cufant","['Steel']","['Sheer Force']","['Heavy Metal']","VIII",72,80,49,40,49,40,330,100.0,1.2,0.5,"Copperderm Pokémon","190","25",['Field' 'Mineral'],"Medium Fast
","50
",0,0,0,0,1,2,"No Preevolution",0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
879,"Copperajah","['Steel']","['Sheer Force']","['Heavy Metal']","VIII",122,130,69,80,69,30,500,650.0,3.0,0.5,"Copperderm Pokémon","90","25",['Field' 'Mineral'],"Medium Fast
","50
",0,0,0,0,2,2,"Cufant",0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
880,"Dracozolt","['Electric', 'Dragon']","['Volt Absorb', 'Hustle']","['Sand Rush']","VIII",90,100,90,80,70,75,505,190.0,1.8,"-","Fossil Pokémon","45","35","-","Slow
","50
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,1.0,2.0,2.0,1.0,2.0
881,"Arctozolt","['Electric', 'Ice']","['Volt Absorb', 'Static']","['Slush Rush']","VIII",90,100,90,90,80,55,505,150.0,2.3,"-","Fossil Pokémon","45","35","-","Slow
","50
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0
882,"Dracovish","['Water', 'Dragon']","['Water Absorb', 'Strong Jaw']","['Sand Rush']","VIII",90,90,100,70,80,75,505,215.0,2.3,"-","Fossil Pokémon","45","35","-","Slow
","50
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0
883,"Arctovish","['Water', 'Ice']","['Water Absorb', 'Ice Body']","['Slush Rush']","VIII",90,90,100,80,90,55,505,175.0,2.0,"-","Fossil Pokémon","45","35","-","Slow
","50
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
884,"Duraludon","['Steel', 'Dragon']","['Light Metal', 'Heavy Metal']","['Stalwart']","VIII",70,95,115,120,50,85,535,40.0,1.8,0.5,"Alloy Pokémon","45","30",['Mineral' 'Dragon'],"Medium Fast
","50
",0,0,0,0,1,2,"No Preevolution",0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,0.25,0.5,0.5,1.0,1.0,1.0,1.0
885,"Dreepy","['Dragon', 'Ghost']","['Clear Body', 'Infiltrator']","['Cursed Body']","VIII",28,60,30,40,30,82,270,2.0,0.5,0.5,"Lingering Pokémon","45","40",['Amorphous' 'Dragon'],"Slow
","50
",0,0,0,0,1,3,"No Preevolution",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,2.0,2.0
886,"Drakloak","['Dragon', 'Ghost']","['Clear Body', 'Infiltrator']","['Cursed Body']","VIII",68,80,50,60,50,102,410,11.0,1.4,0.5,"Caretaker Pokémon","45","40",['Amorphous' 'Dragon'],"Slow
","50
",0,0,0,0,2,3,"Dreepy",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,2.0,2.0
887,"Dragapult","['Dragon', 'Ghost']","['Clear Body', 'Infiltrator']","['Cursed Body']","VIII",88,120,75,100,75,142,600,50.0,3.0,0.5,"Stealth Pokémon","45","40",['Amorphous' 'Dragon'],"Slow
","50
",0,0,0,0,3,3,"Drakloak",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,2.0,2.0
888,"Zacian Hero Of Many Battles","['Fairy']","['Intrepid Sword']","[]","VIII",92,120,115,80,115,138,700,110.0,2.8,"-","Warrior Pokémon","10","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
888,"Zacian Crowned Sword","['Fairy', 'Steel']","['Intrepid Sword']","[]","VIII",92,150,115,80,115,148,700,110.0,2.8,"-","Warrior Pokémon","10","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",0.5,1.0,0.5,0.0,2.0,0.5,0.25,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5
